candidate_id,formula,surface,facet,site,ratio,source,fallback_used,candidate_in_training,formula_in_training,pred_dG_H_mu,pred_dG_H_sigma,activity_distance,priority_score,uncertainty_weight
Pt3Cu9|PtCu3|111,Pt3Cu9,PtCu3,111,bridge,AB3,rule_based_generated,False,False,False,0.006469666444576181,0.027690376947989835,0.006469666444576181,0.020314854918571098,0.5
W3Cr9|WCr3|111,W3Cr9,WCr3,111,top,AB3,rule_based_generated,False,False,False,0.010336857732730015,0.02790393266036606,0.010336857732730015,0.024288824062913043,0.5
Pt9Mo3|Pt3Mo|111,Pt9Mo3,Pt3Mo,111,hollow,A3B,rule_based_generated,False,False,False,-0.023134606102776414,0.005571593641035044,0.023134606102776414,0.025920402923293936,0.5
Rh6Ga6|RhGa|101,Rh6Ga6,RhGa,101,top,AB,rule_based_generated,False,False,False,-0.01426826716748226,0.032678782039696805,0.01426826716748226,0.03060765818733066,0.5
Cr6Al6|CrAl|101,Cr6Al6,CrAl,101,hollow,AB,rule_based_generated,False,False,False,0.01177169075031501,0.03858186417938787,0.01177169075031501,0.031062622840008946,0.5
Rh3Cu9|RhCu3|111,Rh3Cu9,RhCu3,111,top,AB3,rule_based_generated,False,False,False,-0.0009853383096628024,0.06912950259929687,0.0009853383096628024,0.03555008960931124,0.5
Ru6Mn6|RuMn|101,Ru6Mn6,RuMn,101,bridge,AB,rule_based_generated,False,False,False,0.0014881484874750537,0.0685640370476496,0.0014881484874750537,0.035770167011299855,0.5
W3Cr9|WCr3|100,W3Cr9,WCr3,100,top,AB3,rule_based_generated,False,False,False,0.012325288224103026,0.04917750142182676,0.012325288224103026,0.03691403893501641,0.5
Rh3Cu9|RhCu3|100,Rh3Cu9,RhCu3,100,top,AB3,rule_based_generated,False,False,False,0.0004122598520818118,0.08189365708767886,0.0004122598520818118,0.04135908839592124,0.5
Pt3Cu9|PtCu3|101,Pt3Cu9,PtCu3,101,bridge,AB3,rule_based_generated,False,False,False,-0.01025381040330319,0.06859037381821897,0.01025381040330319,0.04454899731241268,0.5
Ru3Al9|RuAl3|111,Ru3Al9,RuAl3,111,top,AB3,rule_based_generated,False,False,False,0.033230511371590325,0.023143147903113954,0.033230511371590325,0.044802085323147306,0.5
W3Cr9|WCr3|101,W3Cr9,WCr3,101,top,AB3,rule_based_generated,False,False,False,0.016313077810197717,0.057241779766681454,0.016313077810197717,0.04493396769353844,0.5
W6Cr6|WCr|101,W6Cr6,WCr,101,top,AB,rule_based_generated,False,False,False,0.024987928150657774,0.04074641202973076,0.024987928150657774,0.045361134165523155,0.5
W6Cr6|WCr|100,W6Cr6,WCr,100,top,AB,rule_based_generated,False,False,False,0.024082879365270683,0.0441573418333693,0.024082879365270683,0.04616155028195533,0.5
W3Al9|WAl3|111,W3Al9,WAl3,111,top,AB3,rule_based_generated,False,False,False,-0.005152665048921577,0.08258382516710042,0.005152665048921577,0.046444577632471784,0.5
W6Cr6|WCr|111,W6Cr6,WCr,111,top,AB,rule_based_generated,False,False,False,0.0257045265937763,0.04235003609509047,0.0257045265937763,0.04687954464132153,0.5
Ir6Fe6|IrFe|101,Ir6Fe6,IrFe,101,bridge,AB,rule_based_generated,False,False,False,-0.035533208962135264,0.025376318944728214,0.035533208962135264,0.04822136843449937,0.5
Rh3Cu9|RhCu3|101,Rh3Cu9,RhCu3,101,top,AB3,rule_based_generated,False,False,False,0.004592731830391439,0.09197638821963164,0.004592731830391439,0.05058092594020726,0.5
Ir6Ga6|IrGa|101,Ir6Ga6,IrGa,101,top,AB,rule_based_generated,False,False,False,0.0452796970410392,0.014205160767520701,0.0452796970410392,0.05238227742479955,0.5
Rh6Ga6|RhGa|100,Rh6Ga6,RhGa,100,top,AB,rule_based_generated,False,False,False,-0.013455281764492519,0.08034406020524827,0.013455281764492519,0.05362731186711665,0.5
W3Al9|WAl3|100,W3Al9,WAl3,100,top,AB3,rule_based_generated,False,False,False,-0.008644658430734422,0.09163607001447784,0.008644658430734422,0.05446269343797334,0.5
Ir6Al6|IrAl|101,Ir6Al6,IrAl,101,bridge,AB,rule_based_generated,False,False,False,0.009958164716543861,0.09220510024833511,0.009958164716543861,0.056060714840711415,0.5
Pt3Cu9|PtCu3|100,Pt3Cu9,PtCu3,100,bridge,AB3,rule_based_generated,False,False,False,0.0056163952065028935,0.10168062417517423,0.0056163952065028935,0.05645670729409001,0.5
W3Al9|WAl3|101,W3Al9,WAl3,101,top,AB3,rule_based_generated,False,False,False,-0.005873838690101822,0.10268381110333984,0.005873838690101822,0.05721574424177174,0.5
Ir3Al9|IrAl3|111,Ir3Al9,IrAl3,111,top,AB3,rule_based_generated,False,False,False,0.00015562065287061497,0.11486616121928346,0.00015562065287061497,0.057588701262512344,0.5
Pt3Cu9|PtCu3|111,Pt3Cu9,PtCu3,111,hollow,AB3,rule_based_generated,False,False,False,0.05413787292849546,0.012222698965696855,0.05413787292849546,0.06024922241134389,0.5
Ir6Ga6|IrGa|101,Ir6Ga6,IrGa,101,bridge,AB,rule_based_generated,False,False,False,-0.020774246917004597,0.08210225717487928,0.020774246917004597,0.06182537550444424,0.5
Ru3Al9|RuAl3|100,Ru3Al9,RuAl3,100,top,AB3,rule_based_generated,False,False,False,0.03532977120337411,0.05403513896362903,0.03532977120337411,0.06234734068518863,0.5
Rh6Ga6|RhGa|111,Rh6Ga6,RhGa,111,top,AB,rule_based_generated,False,False,False,-0.010673279548027981,0.10373312822600575,0.010673279548027981,0.06253984366103085,0.5
Rh6Ga6|RhGa|101,Rh6Ga6,RhGa,101,bridge,AB,rule_based_generated,False,False,False,0.015398639833665182,0.094599072842824,0.015398639833665182,0.06269817625507718,0.5
Pt9Mo3|Pt3Mo|101,Pt9Mo3,Pt3Mo,101,hollow,A3B,rule_based_generated,False,False,False,-0.0329493342296363,0.06495630565441504,0.0329493342296363,0.06542748705684381,0.5
Pd9Mo3|Pd3Mo|111,Pd9Mo3,Pd3Mo,111,top,A3B,rule_based_generated,False,False,False,-0.03864572770315624,0.059411526850244464,0.03864572770315624,0.06835149112827847,0.5
Ir6Ga6|IrGa|100,Ir6Ga6,IrGa,100,top,AB,rule_based_generated,False,False,False,0.0432528382336958,0.05354061815048485,0.0432528382336958,0.07002314730893823,0.5
Pd9Mo3|Pd3Mo|100,Pd9Mo3,Pd3Mo,100,top,A3B,rule_based_generated,False,False,False,-0.03273748597065139,0.07683682740322377,0.03273748597065139,0.07115589967226327,0.5
Mo6Al6|MoAl|101,Mo6Al6,MoAl,101,hollow,AB,rule_based_generated,False,False,False,0.04000913677637033,0.06439017749638928,0.04000913677637033,0.07220422552456497,0.5
Pt3In9|PtIn3|111,Pt3In9,PtIn3,111,top,AB3,rule_based_generated,False,False,False,0.03087754547487935,0.08465761670233837,0.03087754547487935,0.07320635382604854,0.5
Pt3Cu9|PtCu3|101,Pt3Cu9,PtCu3,101,hollow,AB3,rule_based_generated,False,False,False,0.047458028668272804,0.05421768482433322,0.047458028668272804,0.07456687108043941,0.5
Ni6Al6|NiAl|101,Ni6Al6,NiAl,101,bridge,AB,rule_based_generated,False,False,False,-0.06401634369260172,0.022933307301676552,0.06401634369260172,0.07548299734344,0.5
Pd9Mo3|Pd3Mo|101,Pd9Mo3,Pd3Mo,101,top,A3B,rule_based_generated,False,False,False,-0.02523125929227873,0.10216090625446013,0.02523125929227873,0.07631171241950879,0.5
Pt9Mo3|Pt3Mo|111,Pt9Mo3,Pt3Mo,111,bridge,A3B,rule_based_generated,False,False,False,-0.05863331976388855,0.03780699972808445,0.05863331976388855,0.07753681962793077,0.5
Ru3Al9|RuAl3|101,Ru3Al9,RuAl3,101,top,AB3,rule_based_generated,False,False,False,0.044572887368034525,0.06637267445086105,0.044572887368034525,0.07775922459346504,0.5
Pt3In9|PtIn3|100,Pt3In9,PtIn3,100,top,AB3,rule_based_generated,False,False,False,0.03347580864554742,0.08872395286404673,0.03347580864554742,0.07783778507757078,0.5
Ru3Mo9|RuMo3|111,Ru3Mo9,RuMo3,111,top,AB3,rule_based_generated,False,False,False,0.062263171837604964,0.038913559185793735,0.062263171837604964,0.08171995143050183,0.5
Pd3Co9|PdCo3|111,Pd3Co9,PdCo3,111,bridge,AB3,rule_based_generated,False,False,False,-0.05587115443785992,0.052550459966642406,0.05587115443785992,0.08214638442118112,0.5
Ir3Al9|IrAl3|100,Ir3Al9,IrAl3,100,top,AB3,rule_based_generated,False,False,False,-0.01300889298053392,0.1398478072540497,0.01300889298053392,0.08293279660755877,0.5
Ir3Al9|IrAl3|101,Ir3Al9,IrAl3,101,top,AB3,rule_based_generated,False,False,False,-0.010798466370694157,0.14463902924099367,0.010798466370694157,0.083117980991191,0.5
Pt6In6|PtIn|101,Pt6In6,PtIn,101,top,AB,rule_based_generated,False,False,False,0.045502944252783555,0.07784674834088418,0.045502944252783555,0.08442631842322565,0.5
Ir6Ga6|IrGa|111,Ir6Ga6,IrGa,111,top,AB,rule_based_generated,False,False,False,0.036886201750303486,0.09514002611813364,0.036886201750303486,0.08445621480937031,0.5
Pt3Mo9|PtMo3|111,Pt3Mo9,PtMo3,111,top,AB3,rule_based_generated,False,False,False,0.05082874651855595,0.0683000343645168,0.05082874651855595,0.08497876370081435,0.5
